dta,provincia,canton,distrito,ids,version
11803,San José,Curridabat,Sánchez,100,2013
10203,San José,Escazú,San Rafael,99.5,2013
10108,San José,San José,Mata Redonda,92.2,2013
10901,San José,Santa Ana,Santa Ana,91.9,2013
10903,San José,Santa Ana,Pozos,91.9,2013
40802,Heredia,Flores,Barrantes,91.9,2013
10201,San José,Escazú,Escazú,90.5,2013
11502,San José,Montes de Oca,Sabanilla,90.2,2013
20707,Alajuela,Palmares,Granja,88.5,2013
40901,Heredia,San Pablo,San Pablo,88.3,2013
11401,San José,Moravia,San Vicente,88.2,2013
20501,Alajuela,Atenas,Atenas,88.2,2013
40902,Heredia,San Pablo,Rincón de Sabanilla,87.5,2013
11303,San José,Tibás,Anselmo Llorente,87.4,2013
20701,Alajuela,Palmares,Palmares,87.2,2013
40302,Heredia,Santo Domingo,San Vicente,87,2013
11501,San José,Montes de Oca,San Pedro,86.9,2013
40703,Heredia,Belén,Asunción,85.9,2013
10101,San José,San José,Carmen,85.6,2013
11801,San José,Curridabat,Curridabat,85.6,2013
10106,San José,San José,San Francisco de Dos Ríos,85.5,2013
10105,San José,San José,Zapote,83.4,2013
11101,San José,Vázquez de Coronado,San Isidro,83.4,2013
11301,San José,Tibás,San Juan,83.3,2013
11504,San José,Montes de Oca,San Rafael,83.2,2013
40701,Heredia,Belén,San Antonio,82.6,2013
10305,San José,Desamparados,San Antonio,82.2,2013
10905,San José,Santa Ana,Piedades,82.1,2013
11104,San José,Vázquez de Coronado,Patalillo,82.1,2013
20703,Alajuela,Palmares,Buenos Aires,81.9,2013
10904,San José,Santa Ana,Uruca,81.7,2013
10802,San José,Goicoechea,San Francisco,81.6,2013
40702,Heredia,Belén,Ribera,81.5,2013
30303,Cartago,La Unión,San Juan,81.2,2013
40102,Heredia,Heredia,Mercedes,81.1,2013
10804,San José,Goicoechea,Mata de Plátano,81,2013
40801,Heredia,Flores,San Joaquín,81,2013
40301,Heredia,Santo Domingo,Santo Domingo,80.7,2013
30101,Cartago,Cartago,Oriental,79.9,2013
10312,San José,Desamparados,Gravilias,79.7,2013
10801,San José,Goicoechea,Guadalupe,79.1,2013
11102,San José,Vázquez de Coronado,San Rafael,79.1,2013
20201,Alajuela,San Ramón,San Ramón,79.1,2013
40205,Heredia,Barva,Santa Lucía,78.4,2013
11503,San José,Montes de Oca,Mercedes,78.3,2013
40601,Heredia,San Isidro,San Isidro,78.3,2013
11403,San José,Moravia,Trinidad,78.2,2013
10906,San José,Santa Ana,Brasil,78,2013
40602,Heredia,San Isidro,San José,78,2013
10202,San José,Escazú,San Antonio,77.6,2013
10111,San José,San José,San Sebastián,77.4,2013
10701,San José,Mora,Colón,77.3,2013
11305,San José,Tibás,Colima,77.3,2013
40401,Heredia,Santa Bárbara,Santa Bárbara,77.3,2013
30301,Cartago,La Unión,Tres Ríos,77.2,2013
10803,San José,Goicoechea,Calle Blancos,77.1,2013
20505,Alajuela,Atenas,Concepción,77.1,2013
21101,Alajuela,Zarcero,Zarcero,77,2013
11802,San José,Curridabat,Granadilla,76.5,2013
40201,Heredia,Barva,Barva,76.5,2013
40305,Heredia,Santo Domingo,Santo Tomás,76.4,2013
40101,Heredia,Heredia,Heredia,76.1,2013
10311,San José,Desamparados,San Rafael Abajo,76,2013
40501,Heredia,San Rafael,San Rafael,75.9,2013
10310,San José,Desamparados,Damas,75.6,2013
11001,San José,Alajuelita,Alajuelita,75.6,2013
10104,San José,San José,Catedral,75.5,2013
40303,Heredia,Santo Domingo,San Miguel,74.7,2013
11103,San José,Vázquez de Coronado,Dulce Nombre de Jesús,74.6,2013
40603,Heredia,San Isidro,Concepción,74.6,2013
20507,Alajuela,Atenas,Santa Eulalia,74.5,2013
21103,Alajuela,Zarcero,Tapesco,74.5,2013
30109,Cartago,Cartago,Dulce Nombre,74.5,2013
20301,Alajuela,Grecia,Grecia,74.4,2013
30201,Cartago,Paraíso,Paraíso,74.3,2013
10301,San José,Desamparados,Desamparados,74,2013
21102,Alajuela,Zarcero,Laguna,73.9,2013
20113,Alajuela,Alajuela,Garita,73.7,2013
30106,Cartago,Cartago,Guadalupe (Arenilla),73.7,2013
40503,Heredia,San Rafael,Santiago,73.6,2013
40308,Heredia,Santo Domingo,Pará,73.4,2013
20104,Alajuela,Alajuela,San Antonio,73.3,2013
10304,San José,Desamparados,San Rafael Arriba,73.1,2013
30801,Cartago,El Guarco,Tejar,73.1,2013
10805,San José,Goicoechea,Ipís,72.9,2013
20702,Alajuela,Palmares,Zaragoza,72.7,2013
21107,Alajuela,Zarcero,Brisas,72.6,2013
10102,San José,San José,Merced,72.5,2013
11602,San José,Turrubares,San Pedro,72.2,2013
40203,Heredia,Barva,San Pablo,72.2,2013
10109,San José,San José,Pavas,72.1,2013
20101,Alajuela,Alajuela,Alajuela,72,2013
30305,Cartago,La Unión,Concepción,71.6,2013
40306,Heredia,Santo Domingo,Santa Rosa,71.3,2013
20503,Alajuela,Atenas,Mercedes,71.2,2013
30307,Cartago,La Unión,San Ramón,71.2,2013
40402,Heredia,Santa Bárbara,San Pedro,71.2,2013
20209,Alajuela,San Ramón,Alfaro,71,2013
40403,Heredia,Santa Bárbara,San Juan,71,2013
10902,San José,Santa Ana,Salitral,70.9,2013
40307,Heredia,Santo Domingo,Tures,70.9,2013
20105,Alajuela,Alajuela,Guácima,70.8,2013
40505,Heredia,San Rafael,Concepción,70.8,2013
30102,Cartago,Cartago,Occidental,70.6,2013
40104,Heredia,Heredia,Ulloa,70.6,2013
20102,Alajuela,Alajuela,San José,70.4,2013
20204,Alajuela,San Ramón,Piedades Norte,70.4,2013
10110,San José,San José,Hatillo,70.3,2013
40406,Heredia,Santa Bárbara,Purabá,70.2,2013
10401,San José,Puriscal,Santiago,70.1,2013
20203,Alajuela,San Ramón,San Juan,70.1,2013
30603,Cartago,Alvarado,Capellades,70,2013
20304,Alajuela,Grecia,San Roque,69.6,2013
20801,Alajuela,Poás,San Pedro,69.6,2013
40202,Heredia,Barva,San Pedro,69.6,2013
40502,Heredia,San Rafael,San Josecito,69.3,2013
11402,San José,Moravia,San Jerónimo,69.1,2013
40204,Heredia,Barva,San Roque,69,2013
11002,San José,Alajuelita,San Josecito,68.8,2013
40803,Heredia,Flores,Llorente,68.8,2013
10103,San José,San José,Hospital,68.6,2013
30602,Cartago,Alvarado,Cervantes,68.5,2013
30103,Cartago,Cartago,Carmen,68.4,2013
40404,Heredia,Santa Bárbara,Jesús,68.3,2013
11804,San José,Curridabat,Tirrases,68.2,2013
40304,Heredia,Santo Domingo,Paracito,68.1,2013
21205,Alajuela,Sarchí,Rodríguez,67.9,2013
30108,Cartago,Cartago,Tierra Blanca,67.6,2013
30701,Cartago,Oreamuno,San Rafael,67.6,2013
40504,Heredia,San Rafael,Ángeles,67.5,2013
20109,Alajuela,Alajuela,Río Segundo,67.3,2013
30304,Cartago,La Unión,San Rafael,67.3,2013
20108,Alajuela,Alajuela,San Rafael,67.1,2013
21204,Alajuela,Sarchí,San Pedro,67,2013
10307,San José,Desamparados,Patarrá,66.9,2013
10807,San José,Goicoechea,Purral,66.9,2013
30302,Cartago,La Unión,San Diego,66.8,2013
20706,Alajuela,Palmares,Esquipulas,66.7,2013
30204,Cartago,Paraíso,Cachí,66.7,2013
30104,Cartago,Cartago,San Nicolás,66.6,2013
40103,Heredia,Heredia,San Francisco,66.6,2013
20303,Alajuela,Grecia,San José,66.5,2013
21105,Alajuela,Zarcero,Palmira,66.4,2013
20302,Alajuela,Grecia,San Isidro,66.3,2013
11004,San José,Alajuelita,Concepción,66.1,2013
20502,Alajuela,Atenas,Jesús,65.9,2013
11302,San José,Tibás,Cinco Esquinas,65.8,2013
20207,Alajuela,San Ramón,San Isidro,65.8,2013
20601,Alajuela,Naranjo,Naranjo,65.5,2013
30702,Cartago,Oreamuno,Cot,65.5,2013
10408,San José,Puriscal,San Antonio,65.1,2013
10601,San José,Aserrí,Aserrí,65.1,2013
11105,San José,Vázquez de Coronado,Cascajal,65.1,2013
20206,Alajuela,San Ramón,San Rafael,65.1,2013
10302,San José,Desamparados,San Miguel,64.9,2013
21201,Alajuela,Sarchí,Sarchí Norte,64.8,2013
11201,San José,Acosta,San Ignacio,64.7,2013
40206,Heredia,Barva,San José de la Montaña,64.7,2013
30105,Cartago,Cartago,Aguacaliente (San Francisco),64.6,2013
10107,San José,San José,Uruca,64.4,2013
10308,San José,Desamparados,San Cristóbal,64.4,2013
11601,San José,Turrubares,San Pablo,64.2,2013
11005,San José,Alajuelita,San Felipe,64,2013
12001,San José,León Cortés Castro,San Pablo,64,2013
10306,San José,Desamparados,Frailes,63.9,2013
10403,San José,Puriscal,Barbacoas,63.9,2013
20111,Alajuela,Alajuela,Turrúcares,63.9,2013
30107,Cartago,Cartago,Corralillo,63.9,2013
30205,Cartago,Paraíso,Llanos de Santa Lucía,63.9,2013
20605,Alajuela,Naranjo,San Jerónimo,63.8,2013
20803,Alajuela,Poás,San Rafael,63.8,2013
20603,Alajuela,Naranjo,San José,63.6,2013
20202,Alajuela,San Ramón,Santiago,63.5,2013
10806,San José,Goicoechea,Rancho Redondo,63.3,2013
20110,Alajuela,Alajuela,Desamparados,63.3,2013
30704,Cartago,Oreamuno,Cipreses,63.3,2013
30401,Cartago,Jiménez,Juan Viñas,63,2013
30501,Cartago,Turrialba,Turrialba,62.8,2013
10303,San José,Desamparados,San Juan de Dios,62.7,2013
20103,Alajuela,Alajuela,Carrizal,62.6,2013
30601,Cartago,Alvarado,Pacayas,62.4,2013
40604,Heredia,San Isidro,San Francisco,62.4,2013
20305,Alajuela,Grecia,Tacares,62.2,2013
20506,Alajuela,Atenas,San José,62,2013
40405,Heredia,Santa Bárbara,Santo Domingo,61.9,2013
30203,Cartago,Paraíso,Orosi,61.8,2013
20802,Alajuela,Poás,San Juan,61.7,2013
30110,Cartago,Cartago,Llano Grande,61.7,2013
20112,Alajuela,Alajuela,Tambor,61,2013
10405,San José,Puriscal,San Rafael,60.9,2013
20804,Alajuela,Poás,Carrillos,60.9,2013
10604,San José,Aserrí,San Gabriel,60.8,2013
10702,San José,Mora,Guayabo,60.8,2013
20704,Alajuela,Palmares,Santiago,60.7,2013
30111,Cartago,Cartago,Quebradilla,60.7,2013
10313,San José,Desamparados,Los Guido,60.5,2013
20307,Alajuela,Grecia,Puente de Piedra,60.5,2013
30308,Cartago,La Unión,Río Azul,60.5,2013
21202,Alajuela,Sarchí,Sarchí Sur,59.9,2013
20308,Alajuela,Grecia,Bolívar,59.8,2013
30803,Cartago,El Guarco,Tobosi,59.8,2013
30509,Cartago,Turrialba,Santa Rosa,59.6,2013
10607,San José,Aserrí,Salitrillos,59.5,2013
20608,Alajuela,Naranjo,Palmitos,59.5,2013
10501,San José,Tarrazú,San Marcos,59.4,2013
21104,Alajuela,Zarcero,Guadalupe,59.4,2013
21106,Alajuela,Zarcero,Zapote,59.4,2013
20602,Alajuela,Naranjo,San Miguel,59.2,2013
30306,Cartago,La Unión,Dulce Nombre,59.2,2013
20508,Alajuela,Atenas,Escobal,59.1,2013
20606,Alajuela,Naranjo,San Juan,59,2013
20106,Alajuela,Alajuela,San Isidro,58.9,2013
11701,San José,Dota,Santa María,58.7,2013
10309,San José,Desamparados,Rosario,58.6,2013
10602,San José,Aserrí,Tarbaca,58.6,2013
10603,San José,Aserrí,Vuelta de Jorco,58.4,2013
20107,Alajuela,Alajuela,Sabanilla,58.2,2013
11304,San José,Tibás,León XIII,58.1,2013
20504,Alajuela,Atenas,San Isidro,58.1,2013
10406,San José,Puriscal,Candelaria,58,2013
20211,Alajuela,San Ramón,Concepción,58,2013
10402,San José,Puriscal,Mercedes Sur,57.5,2013
21203,Alajuela,Sarchí,Toro Amarillo,57.5,2013
30802,Cartago,El Guarco,San Isidro,57.1,2013
10703,San José,Mora,Tabarcia,56.7,2013
20604,Alajuela,Naranjo,Cirrí Sur,56.4,2013
20205,Alajuela,San Ramón,Piedades Sur,56.3,2013
20208,Alajuela,San Ramón,Ángeles,56.3,2013
30502,Cartago,Turrialba,La Suiza,55.9,2013
30804,Cartago,El Guarco,Patio de Agua,55.8,2013
20705,Alajuela,Palmares,Candelaria,55.6,2013
30202,Cartago,Paraíso,Santiago,55.2,2013
30402,Cartago,Jiménez,Tucurrique,55.2,2013
20607,Alajuela,Naranjo,Rosario,55.1,2013
12006,San José,León Cortés Castro,San Antonio,54.5,2013
30403,Cartago,Jiménez,Pejibaye,54.2,2013
11003,San José,Alajuelita,San Antonio,53.7,2013
10705,San José,Mora,Picagres,53.6,2013
30511,Cartago,Turrialba,La Isabel,53.6,2013
11203,San José,Acosta,Palmichal,53.5,2013
20210,Alajuela,San Ramón,Volio,53.4,2013
30506,Cartago,Turrialba,Pavones,53.4,2013
30703,Cartago,Oreamuno,Potrero Cerrado,53.3,2013
10404,San José,Puriscal,Grifo Alto,53.2,2013
30705,Cartago,Oreamuno,Santa Rosa,52.7,2013
10704,San José,Mora,Piedras Negras,52.1,2013
10706,San José,Mora,Jaris,52.1,2013
30505,Cartago,Turrialba,Santa Teresita,51.6,2013
20805,Alajuela,Poás,Sabana Redonda,51.5,2013
11703,San José,Dota,Copey,51.3,2013
40105,Heredia,Heredia,Varablanca,50.6,2013
10407,San José,Puriscal,Desamparaditos,50.2,2013
12005,San José,León Cortés Castro,Santa Cruz,49.7,2013
11202,San José,Acosta,Guaitil,49.4,2013
10606,San José,Aserrí,Monterrey,48.9,2013
11605,San José,Turrubares,Carara,48.4,2013
10502,San José,Tarrazú,San Lorenzo,46.9,2013
11702,San José,Dota,Jardín,45.6,2013
11603,San José,Turrubares,San Juan de Mata,45.5,2013
30504,Cartago,Turrialba,Santa Cruz,45.4,2013
12002,San José,León Cortés Castro,San Andrés,45.2,2013
12004,San José,León Cortés Castro,San Isidro,45.2,2013
12003,San José,León Cortés Castro,Llano Bonito,44.8,2013
30507,Cartago,Turrialba,Tuis,44.3,2013
30508,Cartago,Turrialba,Tayutic,43.4,2013
30510,Cartago,Turrialba,Tres Equis,43.3,2013
10605,San José,Aserrí,Legua,42.6,2013
20212,Alajuela,San Ramón,Zapotal,42.2,2013
11604,San José,Turrubares,San Luis,41,2013
30503,Cartago,Turrialba,Peralta,40.3,2013
10503,San José,Tarrazú,San Carlos,40.2,2013
11204,San José,Acosta,Cangrejal,40.2,2013
10409,San José,Puriscal,Chires,39.4,2013
11205,San José,Acosta,Sabanillas,36.1,2013
30512,Cartago,Turrialba,Chirripó,0,2013
NA,NA,NA,NA,NA,2013
NA,NA,NA,NA,NA,2013
NA,NA,NA,Región Brunca,NA,2013
NA,NA,NA,NA,NA,2013
11903,San José,Pérez Zeledón,Daniel Flores,68.9,2013
11901,San José,Pérez Zeledón,San Isidro de El General,65.9,2013
11902,San José,Pérez Zeledón,General,65.5,2013
60801,Puntarenas,Coto Brus,San Vito,60.2,2013
60501,Puntarenas,Osa,Puerto Cortés,56.4,2013
61002,Puntarenas,Corredores,La Cuesta,53.3,2013
60803,Puntarenas,Coto Brus,Aguabuena,52.6,2013
11904,San José,Pérez Zeledón,Rivas,52.5,2013
60504,Puntarenas,Osa,Bahía Ballena,50.8,2013
11906,San José,Pérez Zeledón,Platanares,49.7,2013
60701,Puntarenas,Golfito,Golfito,49.7,2013
60502,Puntarenas,Osa,Palmar,49.6,2013
11909,San José,Pérez Zeledón,Barú,49,2013
11911,San José,Pérez Zeledón,Páramo,48.8,2013
60309,Puntarenas,Buenos Aires,Brunka,48,2013
11905,San José,Pérez Zeledón,San Pedro,47.2,2013
60301,Puntarenas,Buenos Aires,Buenos Aires,47.2,2013
11908,San José,Pérez Zeledón,Cajón,46.9,2013
11910,San José,Pérez Zeledón,Río Nuevo,46.9,2013
60703,Puntarenas,Golfito,Guaycará,46.9,2013
61001,Puntarenas,Corredores,Corredor,46.8,2013
60802,Puntarenas,Coto Brus,Sabalito,45.7,2013
60702,Puntarenas,Golfito,Puerto Jiménez,45.5,2013
11907,San José,Pérez Zeledón,Pejibaye,45.2,2013
60302,Puntarenas,Buenos Aires,Volcán,44.7,2013
60506,Puntarenas,Osa,Bahía Drake,44.5,2013
61003,Puntarenas,Corredores,Canoas,44.3,2013
61004,Puntarenas,Corredores,Laurel,42.2,2013
60308,Puntarenas,Buenos Aires,Biolley,38.5,2013
60805,Puntarenas,Coto Brus,Pittier,36.9,2013
60804,Puntarenas,Coto Brus,Limoncito,35.4,2013
60304,Puntarenas,Buenos Aires,Boruca,34.3,2013
60505,Puntarenas,Osa,Piedras Blancas,34.2,2013
60306,Puntarenas,Buenos Aires,Colinas,33.3,2013
60503,Puntarenas,Osa,Sierpe,32.9,2013
60307,Puntarenas,Buenos Aires,Chánguena,31.7,2013
60303,Puntarenas,Buenos Aires,Potrero Grande,31.6,2013
60305,Puntarenas,Buenos Aires,Pilas,29.1,2013
60704,Puntarenas,Golfito,Pavón,26.4,2013
NA,NA,NA,NA,NA,2013
NA,NA,NA,NA,NA,2013
NA,NA,NA,Región Chorotega,NA,2013
NA,NA,NA,NA,NA,2013
50305,Guanacaste,Santa Cruz,Cartagena,75.3,2013
50801,Guanacaste,Tilarán,Tilarán,73.6,2013
50501,Guanacaste,Carrillo,Filadelfia,73.2,2013
50502,Guanacaste,Carrillo,Palmira,68.3,2013
50101,Guanacaste,Liberia,Liberia,67.6,2013
50901,Guanacaste,Nandayure,Carmona,67.6,2013
50301,Guanacaste,Santa Cruz,Santa Cruz,67.1,2013
50503,Guanacaste,Carrillo,Sardinal,67,2013
51101,Guanacaste,Hojancha,Hojancha,67,2013
50307,Guanacaste,Santa Cruz,Diriá,66.5,2013
50102,Guanacaste,Liberia,Cañas Dulces,65.1,2013
50704,Guanacaste,Abangares,Colorado,64.8,2013
50302,Guanacaste,Santa Cruz,Bolsón,64.2,2013
50601,Guanacaste,Cañas,Cañas,62.8,2013
51104,Guanacaste,Hojancha,Huacas,62.5,2013
50504,Guanacaste,Carrillo,Belén,61.9,2013
51103,Guanacaste,Hojancha,Puerto Carrillo,60.5,2013
50806,Guanacaste,Tilarán,Tierras Morenas,60.4,2013
51001,Guanacaste,La Cruz,La Cruz,60.3,2013
50308,Guanacaste,Santa Cruz,Cabo Velas,58.4,2013
50309,Guanacaste,Santa Cruz,Tamarindo,58.2,2013
50304,Guanacaste,Santa Cruz,Tempate,58,2013
50202,Guanacaste,Nicoya,Mansión,57.2,2013
50401,Guanacaste,Bagaces,Bagaces,57.1,2013
50807,Guanacaste,Tilarán,Arenal,57,2013
50201,Guanacaste,Nicoya,Nicoya,56.7,2013
50104,Guanacaste,Liberia,Nacascolo,56.5,2013
50902,Guanacaste,Nandayure,Santa Rita,56.5,2013
50403,Guanacaste,Bagaces,Mogote,56.3,2013
50206,Guanacaste,Nicoya,Nosara,56,2013
51102,Guanacaste,Hojancha,Monte Romo,55.8,2013
50303,Guanacaste,Santa Cruz,Veintisiete de Abril,55.6,2013
50804,Guanacaste,Tilarán,Santa Rosa,55.2,2013
50805,Guanacaste,Tilarán,Líbano,55.1,2013
51004,Guanacaste,La Cruz,Santa Elena,54.1,2013
50905,Guanacaste,Nandayure,Porvenir,53.6,2013
50404,Guanacaste,Bagaces,Río Naranjo,53.2,2013
50105,Guanacaste,Liberia,Curubandé,52.7,2013
50703,Guanacaste,Abangares,San Juan,51.9,2013
50802,Guanacaste,Tilarán,Quebrada Grande,51.3,2013
50904,Guanacaste,Nandayure,San Pablo,51.2,2013
50604,Guanacaste,Cañas,Bebedero,50.9,2013
50903,Guanacaste,Nandayure,Zapotal,50.9,2013
50103,Guanacaste,Liberia,Mayorga,50.7,2013
50803,Guanacaste,Tilarán,Tronadora,50.2,2013
50204,Guanacaste,Nicoya,Quebrada Honda,50,2013
50701,Guanacaste,Abangares,Juntas,49.5,2013
50402,Guanacaste,Bagaces,Fortuna,48.5,2013
50306,Guanacaste,Santa Cruz,Cuajiniquil,47.8,2013
50702,Guanacaste,Abangares,Sierra,47.7,2013
50906,Guanacaste,Nandayure,Bejuco,47,2013
50602,Guanacaste,Cañas,Palmira,46.3,2013
50205,Guanacaste,Nicoya,Sámara,46.2,2013
50203,Guanacaste,Nicoya,San Antonio,44.7,2013
50603,Guanacaste,Cañas,San Miguel,44.6,2013
50605,Guanacaste,Cañas,Porozal,42.8,2013
50207,Guanacaste,Nicoya,Belén de Nosarita,41.7,2013
51003,Guanacaste,La Cruz,Garita,39.4,2013
51002,Guanacaste,La Cruz,Santa Cecilia,36,2013
NA,NA,NA,NA,NA,2013
NA,NA,NA,NA,NA,2013
NA,NA,NA,Región Huetar Caribe,NA,2013
NA,NA,NA,NA,NA,2013
70201,Limón,Pococí,Guápiles,67.3,2013
70202,Limón,Pococí,Jiménez,61.4,2013
70601,Limón,Guácimo,Guácimo,57.5,2013
70301,Limón,Siquirres,Siquirres,55.5,2013
70306,Limón,Siquirres,Alegría,52.3,2013
70502,Limón,Matina,Batán,52.3,2013
70602,Limón,Guácimo,Mercedes,51.7,2013
70403,Limón,Talamanca,Cahuita,50.7,2013
70101,Limón,Limón,Limón,50.5,2013
70205,Limón,Pococí,Cariari,49.2,2013
70501,Limón,Matina,Matina,48.8,2013
70103,Limón,Limón,Río Blanco,48.4,2013
70304,Limón,Siquirres,Germania,48.4,2013
70503,Limón,Matina,Carrandi,48.2,2013
70604,Limón,Guácimo,Río Jiménez,47.8,2013
70605,Limón,Guácimo,Duacarí,47.5,2013
70603,Limón,Guácimo,Pocora,47,2013
70204,Limón,Pococí,Roxana,46.9,2013
70207,Limón,Pococí,Colonia,45.3,2013
70305,Limón,Siquirres,Cairo,45,2013
70203,Limón,Pococí,Rita,44.4,2013
70303,Limón,Siquirres,Florida,42.8,2013
70104,Limón,Limón,Matama,42.5,2013
70402,Limón,Talamanca,Sixaola,41.5,2013
70302,Limón,Siquirres,Pacuarito,40.9,2013
70401,Limón,Talamanca,Bratsi,34.6,2013
70102,Limón,Limón,Valle La Estrella,27.3,2013
70206,Limón,Pococí,Colorado,24.8,2013
70404,Limón,Talamanca,Telire,20.7,2013
NA,NA,NA,NA,NA,2013
NA,NA,NA,NA,NA,2013
NA,NA,NA,Región Huetar Norte,NA,2013
NA,NA,NA,NA,NA,2013
21001,Alajuela,San Carlos,Quesada,66.6,2013
21005,Alajuela,San Carlos,Venecia,61.6,2013
21009,Alajuela,San Carlos,Palmera,61.3,2013
21002,Alajuela,San Carlos,Florencia,59.8,2013
21008,Alajuela,San Carlos,Tigra,59.4,2013
21003,Alajuela,San Carlos,Buenavista,57.3,2013
21007,Alajuela,San Carlos,Fortuna,56.4,2013
20213,Alajuela,San Ramón,Peñas Blancas,55.7,2013
21004,Alajuela,San Carlos,Aguas Zarcas,55.1,2013
20114,Alajuela,Alajuela,Sarapiquí,54.5,2013
21301,Alajuela,Upala,Upala,52.2,2013
41003,Heredia,Sarapiquí,Horquetas,51.1,2013
21304,Alajuela,Upala,Bijagua,50.9,2013
21308,Alajuela,Upala,Canalete,50.9,2013
21012,Alajuela,San Carlos,Monterrey,50.4,2013
21006,Alajuela,San Carlos,Pital,49.6,2013
21402,Alajuela,Los Chiles,Caño Negro,47.6,2013
21010,Alajuela,San Carlos,Venado,47.2,2013
21302,Alajuela,Upala,Aguas Claras,46.6,2013
21501,Alajuela,Guatuso,San Rafael,45.3,2013
21502,Alajuela,Guatuso,Buenavista,45,2013
21504,Alajuela,Guatuso,Katira,44.3,2013
41002,Heredia,Sarapiquí,La Virgen,44.1,2013
21401,Alajuela,Los Chiles,Los Chiles,43.4,2013
21305,Alajuela,Upala,Delicias,42.9,2013
41001,Heredia,Sarapiquí,Puerto Viejo,41.8,2013
21013,Alajuela,San Carlos,Pocosol,41.5,2013
21307,Alajuela,Upala,Yolillal,41.1,2013
21404,Alajuela,Los Chiles,San Jorge,40.9,2013
21011,Alajuela,San Carlos,Cutris,40,2013
20306,NA,NA,Río Cuarto,39.9,2013
21403,Alajuela,Los Chiles,El Amparo,38.7,2013
21306,Alajuela,Upala,Dos Ríos,38.4,2013
21503,Alajuela,Guatuso,Cote,37.4,2013
21303,Alajuela,Upala,San José (Pizote),31.3,2013
41004,Heredia,Sarapiquí,Llanuras del Gaspar,18.8,2013
41005,Heredia,Sarapiquí,Cureña,9,2013
NA,NA,NA,NA,NA,2013
NA,NA,NA,NA,NA,2013
NA,NA,NA,Región Pacífico Central,NA,2013
NA,NA,NA,NA,NA,2013
60203,Puntarenas,Esparza,Macacona,73.9,2013
20901,Alajuela,Orotina,Orotina,69.7,2013
20403,Alajuela,San Mateo,Jesús María,69.4,2013
60115,Puntarenas,Puntarenas,El Roble,67.6,2013
60201,Puntarenas,Esparza,Espíritu Santo,67,2013
20401,Alajuela,San Mateo,San Mateo,66.1,2013
60109,Puntarenas,Puntarenas,Monte Verde,62.7,2013
60101,Puntarenas,Puntarenas,Puntarenas,62.4,2013
61101,Puntarenas,Garabito,Jacó,62,2013
20404,Alajuela,San Mateo,Labrador,61.7,2013
60601,Puntarenas,Quepos,Quepos,60.7,2013
60401,Puntarenas,Montes de Oro,Miramar,59.2,2013
60108,Puntarenas,Puntarenas,Barranca,58.1,2013
20903,Alajuela,Orotina,Hacienda Vieja,57.8,2013
20402,Alajuela,San Mateo,Desmonte,57.4,2013
60403,Puntarenas,Montes de Oro,San Isidro,57.2,2013
60202,Puntarenas,Esparza,San Juan Grande,57.1,2013
60204,Puntarenas,Esparza,San Rafael,55.6,2013
20902,Alajuela,Orotina,Mastate,54.8,2013
61102,Puntarenas,Garabito,Tárcoles,54.4,2013
20905,Alajuela,Orotina,Ceiba,54.1,2013
20904,Alajuela,Orotina,Coyolar,52.9,2013
60111,Puntarenas,Puntarenas,Cóbano,52.5,2013
60104,Puntarenas,Puntarenas,Lepanto,51.8,2013
60102,Puntarenas,Puntarenas,Pitahaya,51.2,2013
60114,Puntarenas,Puntarenas,Acapulco,51,2013
60205,Puntarenas,Esparza,San Jerónimo,51,2013
60901,Puntarenas,Parrita,Parrita,50.7,2013
60106,Puntarenas,Puntarenas,Manzanillo,50.2,2013
60112,Puntarenas,Puntarenas,Chacarita,50.1,2013
60603,Puntarenas,Quepos,Naranjito,48.8,2013
60602,Puntarenas,Quepos,Savegre,47.9,2013
60105,Puntarenas,Puntarenas,Paquera,47.6,2013
60107,Puntarenas,Puntarenas,Guacimal,43.9,2013
60113,Puntarenas,Puntarenas,Chira,42.7,2013
60402,Puntarenas,Montes de Oro,Unión,41.7,2013
60103,Puntarenas,Puntarenas,Chomes,39.5,2013
60116,Puntarenas,Puntarenas,Arancibia,37.5,2013
10101,San José,San José,Carmen,81.15828109720682,2017
10102,San José,San José,Merced,67.73083736887753,2017
10103,San José,San José,Hospital,62.50154863825351,2017
10104,San José,San José,Catedral,76.17397390323066,2017
10105,San José,San José,Zapote,82.85745417314988,2017
10106,San José,San José,San Francisco Dos Ríos,82.8683924034249,2017
10107,San José,San José,Uruca,63.86550072656231,2017
10108,San José,San José,Mata Redonda,93.16037817657083,2017
10109,San José,San José,Pavas,73.72292950819734,2017
10110,San José,San José,Hatillo,68.70805954239472,2017
10111,San José,San José,San Sebastián,76.18607625834034,2017
10201,San José,Escazú,Escazú,91.53879118939918,2017
10202,San José,Escazú,San Antonio,80.89981186068489,2017
10203,San José,Escazú,San Rafael,100,2017
10301,San José,Desamparados,Desamparados,81.41616666403722,2017
10302,San José,Desamparados,San Miguel,68.44753084233778,2017
10303,San José,Desamparados,San Juan de Dios,68.65610556015851,2017
10304,San José,Desamparados,San Rafael Arriba,75.63965855255584,2017
10305,San José,Desamparados,San Antonio,86.66144828824628,2017
10306,San José,Desamparados,Frailes,55.81829352066994,2017
10307,San José,Desamparados,Patarrá,69.22908355126516,2017
10308,San José,Desamparados,San Cristóbal,63.83931294099517,2017
10309,San José,Desamparados,Rosario,55.09444617399425,2017
